index	author	title	pages	year	booktitle	source	ee	crossref	url	editor	publisher	series	volume	isbn	cdrom	cite	<cyfunction Entity at 0x10ed74c00>	note	journal	number	abstract	keywords	citation_count	author_processed	keywords_processed	citation_count_processed	abstract_processed	title_processed
7397	['Benjamin J. Lafreniere', 'Tovi Grossman', 'Fraser Anderson', 'Justin Matejka', 'Heather Kerrick', 'Danil Nagy', 'Lauren Vasey', 'Evan Atherton', 'Nicholas Beirne', 'Marcelo H. Coelho', 'Nicholas Cote', 'Steven Li', 'Andy Nogueira', 'Long Nguyen', 'Tobias Schwinn', 'James Stoddart', 'David Thomasson', 'Ray Wang', 'Thomas White', 'David Benjamin', 'Maurice Conti', 'Achim Menges', 'George W. Fitzmaurice']	Crowdsourced Fabrication.	15-28	2016	UIST	UIST	['https://doi.org/10.1145/2984511.2984553', 'https://www.wikidata.org/entity/Q59889690']	conf/uist/2016	['db/conf/uist/uist2016.html#LafreniereGAMKN16']												In recent years, extensive research in the HCI literature has explored interactive techniques for digital fabrication. However, little attention in this body of work has examined how to involve and guide human workers in fabricating larger-scale structures. We propose a novel model of crowdsourced fabrication, in which a large number of workers and volunteers are guided through the process of building a pre-designed structure. The process is facilitated by an intelligent construction space capable of guiding individual workers and coordinating the overall build process. More specifically, we explore the use of smartwatches, indoor location sensing, and instrumented construction materials to provide real-time guidance to workers, coordinated by a foreman engine that manages the overall build process. We report on a three day deployment of our system to construct a 12-tall bamboo pavilion with assistance from more than one hundred volunteer workers, and reflect on observations and feedback collected during the exhibit.	['Human computer interaction (HCI)', 'Human-centered computing']	17	['Benjamin J. Lafreniere', 'Tovi Grossman', 'Fraser Anderson', 'Justin Matejka', 'Heather Kerrick', 'Danil Nagy', 'Lauren Vasey', 'Evan Atherton', 'Nicholas Beirne', 'Marcelo H. Coelho', 'Nicholas Cote', 'Steven Li', 'Andy Nogueira', 'Long Nguyen', 'Tobias Schwinn', 'James Stoddart', 'David Thomasson', 'Ray Wang', 'Thomas White', 'David Benjamin', 'Maurice Conti', 'Achim Menges', 'George W. Fitzmaurice']	['Human Computer Interaction', 'Human-centered Computing']	17.0	In recent years, extensive research in the HCI literature has explored interactive techniques for digital fabrication. However, little attention in this body of work has examined how to involve and guide human workers in fabricating larger-scale structures. We propose a novel model of crowdsourced fabrication, in which a large number of workers and volunteers are guided through the process of building a pre-designed structure. The process is facilitated by an intelligent construction space capable of guiding individual workers and coordinating the overall build process. More specifically, we explore the use of smartwatches, indoor location sensing, and instrumented construction materials to provide real-time guidance to workers, coordinated by a foreman engine that manages the overall build process. We report on a three day deployment of our system to construct a 12-tall bamboo pavilion with assistance from more than one hundred volunteer workers, and reflect on observations and feedback collected during the exhibit.	Crowdsourced Fabrication.
7398	['G', 'St', 'Matthieu Falce', 'St', 'Nicolas Roussel']	Looking through the Eye of the Mouse: A Simple Method for Measuring End-to-end Latency using an Optical Mouse.	629-636	2015	UIST	UIST	['https://doi.org/10.1145/2807442.2807454']	conf/uist/2015	['db/conf/uist/uist2015.html#CasiezCFHR15']												We present a simple method for measuring end-to-end latency in graphical user interfaces. The method works with most optical mice and allows accurate and real time latency measures up to 5 times per second. In addition, the technique allows easy insertion of probes at different places in the system I.e. mouse events listeners - to investigate the sources of latency. After presenting the measurement method and our methodology, we detail the measures we performed on different systems, toolkits and applications. Results show that latency is affected by the operating system and system load. Substantial differences are found between C++/GLUT and C++/Qt or Java/Swing implementations, as well as between web browsers.	['Human computer interaction (HCI)', 'Human-centered computing']	15	['G', 'St', 'Matthieu Falce', 'St', 'Nicolas Roussel']	['Human Computer Interaction', 'Human-centered Computing']	15.0	We present a simple method for measuring end-to-end latency in graphical user interfaces. The method works with most optical mice and allows accurate and real time latency measures up to 5 times per second. In addition, the technique allows easy insertion of probes at different places in the system I.e. mouse events listeners - to investigate the sources of latency. After presenting the measurement method and our methodology, we detail the measures we performed on different systems, toolkits and applications. Results show that latency is affected by the operating system and system load. Substantial differences are found between C++/GLUT and C++/Qt or Java/Swing implementations, as well as between web browsers.	Looking through the Eye of the Mouse: A Simple Method for Measuring End-to-end Latency using an Optical Mouse.
7399	['Ryo Suzuki', 'Rubaiat Habib Kazi', 'Li-Yi Wei', 'Stephen DiVerdi', 'Wilmot Li', 'Daniel Leithinger']	RealitySketch: Embedding Responsive Graphics and Visualizations in AR through Dynamic Sketching.	166-181	2020	UIST	UIST	['https://doi.org/10.1145/3379337.3415892']	conf/uist/2020	['db/conf/uist/uist2020.html#SuzukiKWDLL20']												We present RealitySketch, an augmented reality interface for sketching interactive graphics and visualizations. In recent years, an increasing number of AR sketching tools enable users to draw and embed sketches in the real world. However, with the current tools, sketched contents are inherently static, floating in mid-air without responding to the real world. This paper introduces a new way to embed dynamic and responsive graphics in the real world. In RealitySketch, the user draws graphical elements on a mobile AR screen and binds them with physical objects in real-time and improvisational ways, so that the sketched elements dynamically move with the corresponding physical motion. The user can also quickly visualize and analyze real-world phenomena through responsive graph plots or interactive visualizations. This paper contributes to a set of interaction techniques that enable capturing, parameterizing, and visualizing real-world motion without pre-defined programs and configurations. Finally, we demonstrate our tool with several application scenarios, including physics education, sports training, and in-situ tangible interfaces.	['Mixed / augmented reality', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction paradigms']	2	['Ryo Suzuki', 'Rubaiat Habib Kazi', 'Li-yi Wei', 'Stephen Diverdi', 'Wilmot Li', 'Daniel Leithinger']	['Human Computer Interaction', 'Mixed Augmented Reality', 'Interaction Paradigms', 'Human-centered Computing']	2.0	We present RealitySketch, an augmented reality interface for sketching interactive graphics and visualizations. In recent years, an increasing number of AR sketching tools enable users to draw and embed sketches in the real world. However, with the current tools, sketched contents are inherently static, floating in mid-air without responding to the real world. This paper introduces a new way to embed dynamic and responsive graphics in the real world. In RealitySketch, the user draws graphical elements on a mobile AR screen and binds them with physical objects in real-time and improvisational ways, so that the sketched elements dynamically move with the corresponding physical motion. The user can also quickly visualize and analyze real-world phenomena through responsive graph plots or interactive visualizations. This paper contributes to a set of interaction techniques that enable capturing, parameterizing, and visualizing real-world motion without pre-defined programs and configurations. Finally, we demonstrate our tool with several application scenarios, including physics education, sports training, and in-situ tangible interfaces.	RealitySketch: Embedding Responsive Graphics and Visualizations in AR through Dynamic Sketching.
7400	['Jeremy M. Wolfe']	Capturing the user's attention: insights from the study of human vision.	191-192	2007	UIST	UIST	['https://doi.org/10.1145/1294211.1294245', 'https://www.wikidata.org/entity/Q57742918']	conf/uist/2007	['db/conf/uist/uist2007.html#Wolfe07']												An effective user interface is a cooperative interaction between humans and their technology. For that interaction to work, it needs to recognize the limitations and exploit the strengths of both parties. In this talk, I will concentrate on the human side of the equation. What do we know about human visual perceptual abilities that might have an impact on the design of user interfaces? The world presents us with more information than we can process. Just try to read this abstract and the next piece of prose at the same time. We cope with this problem by using attentional mechanisms to select a subset of the input for further processing. An inter-face might be designed to .capture. attention, in order to induce a human to interact with it. Once the human is using an interface, that interface should .guide. the user.s atten-tion in an intelligent manner. In recent decades, many of the rules of attentional capture and guidance have been worked out in the laboratory. I will illustrate some of the basic principles. For example: Do some colors grab attention better than others? Are faces special? When and why do people fail to .see. things that are right in front of their eyes.	['Interaction design process and methods', 'Human-centered computing', 'User centered design', 'Interaction design']	0	['Jeremy M. Wolfe']	['User Centered Design', 'Interaction Design Process And Methods', 'Interaction Design', 'Human-centered Computing']	0.0	An effective user interface is a cooperative interaction between humans and their technology. For that interaction to work, it needs to recognize the limitations and exploit the strengths of both parties. In this talk, I will concentrate on the human side of the equation. What do we know about human visual perceptual abilities that might have an impact on the design of user interfaces? The world presents us with more information than we can process. Just try to read this abstract and the next piece of prose at the same time. We cope with this problem by using attentional mechanisms to select a subset of the input for further processing. An inter-face might be designed to .capture. attention, in order to induce a human to interact with it. Once the human is using an interface, that interface should .guide. the user.s atten-tion in an intelligent manner. In recent decades, many of the rules of attentional capture and guidance have been worked out in the laboratory. I will illustrate some of the basic principles. For example: Do some colors grab attention better than others? Are faces special? When and why do people fail to .see. things that are right in front of their eyes.	Capturing the user's attention: insights from the study of human vision.
7401	['Mark W. Newman', 'Mark S. Ackerman', 'Jungwoo Kim', 'Atul Prakash', 'Zhenan Hong', 'Jacob Mandel', 'Tao Dong']	Bringing the field into the lab: supporting capture and replay of contextual data for the design of context-aware applications.	105-108	2010	UIST	UIST	['https://doi.org/10.1145/1866029.1866048']	conf/uist/2010	['db/conf/uist/uist2010.html#NewmanAKPHMD10']												When designing context-aware applications, it is difficult to for designers in the studio or lab to envision the contextual conditions that will be encountered at runtime. Designers need a tool that can create/re-create naturalistic contextual states and transitions, so that they can evaluate an application under expected contexts. We have designed and developed RePlay: a system for capturing and playing back sensor traces representing scenarios of use. RePlay contributes to research on ubicomp design tools by embodying a structured approach to the capture and playback of contextual data. In particular, RePlay supports: capturing naturalistic data through Capture Probes, encapsulating scenarios of use through Episodes, and supporting exploratory manipulation of scenarios through Transforms. Our experiences using RePlay in internal design projects illustrate its potential benefits for ubicomp design.	['Interaction design process and methods', 'Human-centered computing', 'Interface design prototyping', 'Interaction design']	12	['Mark W. Newman', 'Mark S. Ackerman', 'Jungwoo Kim', 'Atul Prakash', 'Zhenan Hong', 'Jacob Mandel', 'Tao Dong']	['Interaction Design Process And Methods', 'Interaction Design', 'Interface Design Prototyping', 'Human-centered Computing']	12.0	When designing context-aware applications, it is difficult to for designers in the studio or lab to envision the contextual conditions that will be encountered at runtime. Designers need a tool that can create/re-create naturalistic contextual states and transitions, so that they can evaluate an application under expected contexts. We have designed and developed RePlay: a system for capturing and playing back sensor traces representing scenarios of use. RePlay contributes to research on ubicomp design tools by embodying a structured approach to the capture and playback of contextual data. In particular, RePlay supports: capturing naturalistic data through Capture Probes, encapsulating scenarios of use through Episodes, and supporting exploratory manipulation of scenarios through Transforms. Our experiences using RePlay in internal design projects illustrate its potential benefits for ubicomp design.	Bringing the field into the lab: supporting capture and replay of contextual data for the design of context-aware applications.
7402	['Walter S. Lasecki', 'Rachel Wesley', 'Jeffrey Nichols', 'Anand Kulkarni', 'James F. Allen', 'Jeffrey P. Bigham']	Chorus: a crowd-powered conversational assistant.	151-162	2013	UIST	UIST	['https://doi.org/10.1145/2501988.2502057']	conf/uist/2013	['db/conf/uist/uist2013.html#LaseckiWNKAB13']												Despite decades of research attempting to establish conversational interaction between humans and computers, the capabilities of automated conversational systems are still limited. In this paper, we introduce Chorus, a crowd-powered conversational assistant. When using Chorus, end users converse continuously with what appears to be a single conversational partner. Behind the scenes, Chorus leverages multiple crowd workers to propose and vote on responses. A shared memory space helps the dynamic crowd workforce maintain consistency, and a game-theoretic incentive mechanism helps to balance their efforts between proposing and voting. Studies with 12 end users and 100 crowd workers demonstrate that Chorus can provide accurate, topical responses, answering nearly 93% of user queries appropriately, and staying on-topic in over 95% of responses. We also observed that Chorus has advantages over pairing an end user with a single crowd worker and end users completing their own tasks in terms of speed, quality, and breadth of assistance. Chorus demonstrates a new future in which conversational assistants are made usable in the real world by combining human and machine intelligence, and may enable a useful new way of interacting with the crowds powering other systems.	['Information systems', 'Information systems applications']	70	['Walter S. Lasecki', 'Rachel Wesley', 'Jeffrey Nichols', 'Anand Kulkarni', 'James F. Allen', 'Jeffrey P. Bigham']	['Information Systems Applications', 'Information Systems']	70.0	Despite decades of research attempting to establish conversational interaction between humans and computers, the capabilities of automated conversational systems are still limited. In this paper, we introduce Chorus, a crowd-powered conversational assistant. When using Chorus, end users converse continuously with what appears to be a single conversational partner. Behind the scenes, Chorus leverages multiple crowd workers to propose and vote on responses. A shared memory space helps the dynamic crowd workforce maintain consistency, and a game-theoretic incentive mechanism helps to balance their efforts between proposing and voting. Studies with 12 end users and 100 crowd workers demonstrate that Chorus can provide accurate, topical responses, answering nearly 93% of user queries appropriately, and staying on-topic in over 95% of responses. We also observed that Chorus has advantages over pairing an end user with a single crowd worker and end users completing their own tasks in terms of speed, quality, and breadth of assistance. Chorus demonstrates a new future in which conversational assistants are made usable in the real world by combining human and machine intelligence, and may enable a useful new way of interacting with the crowds powering other systems.	Chorus: a crowd-powered conversational assistant.
7403	['Michael Wessely', 'Theophanis Tsandilas', 'Wendy E. Mackay']	Stretchis: Fabricating Highly Stretchable User Interfaces.	697-704	2016	UIST	UIST	['https://doi.org/10.1145/2984511.2984521']	conf/uist/2016	['db/conf/uist/uist2016.html#WesselyTM16']												Recent advances in materials science research allow production of highly stretchable sensors and displays. Such technologies, however, are still not accessible to non-expert makers. We present a novel and inexpensive fabrication method for creating Stretchis, highly stretchable user interfaces that combine sensing capabilities and visual output. We use Polydimethylsiloxan (PDMS) as the base material for a Stretchi and show how to embed stretchable touch and proximity sensors and stretchable electroluminescent displays. Stretchis can be ultra-thin (≈ 200μm), flexible, and fully customizable, enabling non-expert makers to add interaction to elastic physical objects, shape-changing surfaces, fabrics, and the human body. We demonstrate the usefulness of our approach with three application examples that range from ubiquitous computing to wearables and on-skin interaction.	['Human computer interaction (HCI)', 'Human-centered computing']	35	['Michael Wessely', 'Theophanis Tsandilas', 'Wendy E. Mackay']	['Human Computer Interaction', 'Human-centered Computing']	35.0	Recent advances in materials science research allow production of highly stretchable sensors and displays. Such technologies, however, are still not accessible to non-expert makers. We present a novel and inexpensive fabrication method for creating Stretchis, highly stretchable user interfaces that combine sensing capabilities and visual output. We use Polydimethylsiloxan (PDMS) as the base material for a Stretchi and show how to embed stretchable touch and proximity sensors and stretchable electroluminescent displays. Stretchis can be ultra-thin (≈ 200μm), flexible, and fully customizable, enabling non-expert makers to add interaction to elastic physical objects, shape-changing surfaces, fabrics, and the human body. We demonstrate the usefulness of our approach with three application examples that range from ubiquitous computing to wearables and on-skin interaction.	Stretchis: Fabricating Highly Stretchable User Interfaces.
7404	['Xiaojun Bi', 'Shumin Zhai']	Bayesian touch: a statistical criterion of target selection with finger touch.	51-60	2013	UIST	UIST	['https://doi.org/10.1145/2501988.2502058']	conf/uist/2013	['db/conf/uist/uist2013.html#BiZ13']												To improve the accuracy of target selection for finger touch, we conceptualize finger touch input as an uncertain process, and derive a statistical target selection criterion, Bayesian Touch Criterion, by combining the basic Bayes' rule of probability with the generalized dual Gaussian distribution hypothesis of finger touch. The Bayesian Touch Criterion selects the intended target as the candidate with the shortest Bayesian Touch Distance to the touch point, which is computed from the touch point to the target center distance and the target size. We give the derivation of the Bayesian Touch Criterion and its empirical evaluation with two experiments. The results showed that for 2-dimensional circular target selection, the Bayesian Touch Criterion is significantly more accurate than the commonly used Visual Boundary Criterion (i.e., a target is selected if and only if the touch point falls within its boundary) and its two variants.	['Human computer interaction (HCI)', 'Human-centered computing']	37	['Xiaojun Bi', 'Shumin Zhai']	['Human Computer Interaction', 'Human-centered Computing']	37.0	To improve the accuracy of target selection for finger touch, we conceptualize finger touch input as an uncertain process, and derive a statistical target selection criterion, Bayesian Touch Criterion, by combining the basic Bayes' rule of probability with the generalized dual Gaussian distribution hypothesis of finger touch. The Bayesian Touch Criterion selects the intended target as the candidate with the shortest Bayesian Touch Distance to the touch point, which is computed from the touch point to the target center distance and the target size. We give the derivation of the Bayesian Touch Criterion and its empirical evaluation with two experiments. The results showed that for 2-dimensional circular target selection, the Bayesian Touch Criterion is significantly more accurate than the commonly used Visual Boundary Criterion (i.e., a target is selected if and only if the touch point falls within its boundary) and its two variants.	Bayesian touch: a statistical criterion of target selection with finger touch.
7405	['Eric Lecolinet']	A molecular architecture for creating advanced GUIs.	135-144	2003	UIST	UIST	['https://doi.org/10.1145/964696.964711']	conf/uist/2003	['db/conf/uist/uist2003.html#Lecolinet03']												This paper presents a new GUI architecture for creating advanced interfaces. This model is based on a limited set of general principles that improve flexibility and provide capabilities for implementing information visualization techniques such as magic lenses, transparent tools or semantic zooming. This architecture also makes it possible to create multiple views and application-sharing systems (by sharing views on multiple computer screens) in a simple and uniform way and to handle bimanual interaction and multiple pointers. An experimental toolkit called Ubit was implemented to test the feasibility of this approach. It is based on a pseudo-declarative C++ API that tries to simplify GUI programming by providing a higher level of abstraction.	['Shape modeling', 'Image manipulation', 'Graphical user interfaces', 'Randomness', 'Rendering', 'Collaborative and social computing', 'Computing methodologies', 'Computer graphics', 'Theory of computation', 'Collaborative and social computing theory', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction paradigms']	28	['Eric Lecolinet']	['Graphical User Interfaces', 'Computing Methodologies', 'Human-centered Computing', 'Image Manipulation', 'Interaction Paradigms', 'Collaborative And Social Computing', 'Computer Graphics', 'Collaborative And Social Computing Theory', 'Randomness', 'Human Computer Interaction', 'Shape Modeling', 'Theory Of Computation', 'Rendering']	28.0	This paper presents a new GUI architecture for creating advanced interfaces. This model is based on a limited set of general principles that improve flexibility and provide capabilities for implementing information visualization techniques such as magic lenses, transparent tools or semantic zooming. This architecture also makes it possible to create multiple views and application-sharing systems (by sharing views on multiple computer screens) in a simple and uniform way and to handle bimanual interaction and multiple pointers. An experimental toolkit called Ubit was implemented to test the feasibility of this approach. It is based on a pseudo-declarative C++ API that tries to simplify GUI programming by providing a higher level of abstraction.	A molecular architecture for creating advanced GUIs.
7407	['Tiare M. Feuchtner', 'J']	Ownershift: Facilitating Overhead Interaction in Virtual Reality with an Ownership-Preserving Hand Space Shift.	31-43	2018	UIST	UIST	['https://doi.org/10.1145/3242587.3242594']	conf/uist/2018	['db/conf/uist/uist2018.html#Feuchtner018']												We present Ownershift, an interaction technique for easing overhead manipulation in virtual reality, while preserving the illusion that the virtual hand is the user's own hand. In contrast to previous approaches, this technique does not alter the mapping of the virtual hand position for initial reaching movements towards the target. Instead, the virtual hand space is only shifted gradually if interaction with the overhead target requires an extended amount of time. While users perceive their virtual hand as operating overhead, their physical hand moves gradually to a less strained position at waist level. We evaluated the technique in a user study and show that Ownershift significantly reduces the physical strain of overhead interactions, while only slightly reducing task performance and the sense of body ownership of the virtual hand.	['Virtual reality', 'Interaction techniques', 'Empirical studies in HCI', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction paradigms']	3	['Tiare M. Feuchtner', 'J']	['Virtual Reality', 'Human-centered Computing', 'Empirical Studies In Hci', 'Human Computer Interaction', 'Interaction Paradigms', 'Interaction Techniques']	3.0	We present Ownershift, an interaction technique for easing overhead manipulation in virtual reality, while preserving the illusion that the virtual hand is the user's own hand. In contrast to previous approaches, this technique does not alter the mapping of the virtual hand position for initial reaching movements towards the target. Instead, the virtual hand space is only shifted gradually if interaction with the overhead target requires an extended amount of time. While users perceive their virtual hand as operating overhead, their physical hand moves gradually to a less strained position at waist level. We evaluated the technique in a user study and show that Ownershift significantly reduces the physical strain of overhead interactions, while only slightly reducing task performance and the sense of body ownership of the virtual hand.	Ownershift: Facilitating Overhead Interaction in Virtual Reality with an Ownership-Preserving Hand Space Shift.
7408	['Johnny C. Lee', 'Paul H. Dietz', 'Dan Maynes-Aminzade', 'Ramesh Raskar', 'Scott E. Hudson']	Automatic projector calibration with embedded light sensors.	123-126	2004	UIST	UIST	['https://doi.org/10.1145/1029632.1029653']	conf/uist/2004	['db/conf/uist/uist2004.html#LeeDMRH04']												Projection technology typically places several constraints on the geometric relationship between the projector and the projection surface to obtain an undistorted, properly sized image. In this paper we describe a simple, robust, fast, and low-cost method for automatic projector calibration that eliminates many of these constraints. We embed light sensors in the target surface, project Gray-coded binary patterns to discover the sensor locations, and then prewarp the image to accurately fit the physical features of the projection surface. This technique can be expanded to automatically stitch multiple projectors, calibrate onto non-planar surfaces for object decoration, and provide a method for simple geometry acquisition.	['Virtual reality', 'Graphics systems and interfaces', 'Mixed / augmented reality', 'Interaction devices', 'Computing methodologies', 'Computer graphics', 'Graphics input devices', 'Human computer interaction (HCI)', 'Human-centered computing', 'Interaction paradigms']	66	['Johnny C. Lee', 'Paul H. Dietz', 'Dan Maynes-aminzade', 'Ramesh Raskar', 'Scott E. Hudson']	['Graphics Input Devices', 'Virtual Reality', 'Computing Methodologies', 'Human-centered Computing', 'Graphics Systems And Interfaces', 'Computer Graphics', 'Mixed Augmented Reality', 'Interaction Devices', 'Human Computer Interaction', 'Interaction Paradigms']	66.0	Projection technology typically places several constraints on the geometric relationship between the projector and the projection surface to obtain an undistorted, properly sized image. In this paper we describe a simple, robust, fast, and low-cost method for automatic projector calibration that eliminates many of these constraints. We embed light sensors in the target surface, project Gray-coded binary patterns to discover the sensor locations, and then prewarp the image to accurately fit the physical features of the projection surface. This technique can be expanded to automatically stitch multiple projectors, calibrate onto non-planar surfaces for object decoration, and provide a method for simple geometry acquisition.	Automatic projector calibration with embedded light sensors.
